Site Id,Account Number,Category,Customer,Property ID,Lot,Unit,Street Number,Street,Suburb,Postcode,Zone,Lat,Lng,Total Bins,Run Flags,Parent Site ID,Parent Site Address,120L Street Recycling,240L Street Litter,240L Street Recycling,Count of 120L Street Recycling,Count of 240L Street Litter,Count of 240L Street Recycling,All Runs for Deliveries,All Runs for Street Litter,All Runs for Street Recycling
4045743,,Street Litter,None,654,,,148,Esplanade - Mt Martha Life Saving Club,MOUNT MARTHA,3934,,-38.265708,145.014077,0,,,,,,,0,0,0,,240 - NORTH WED,
4045744,,Street Litter,None,655,,,137,Dunns Road - Dunns Road Reserve,MOUNT MARTHA,3934,,-38.252467,145.042201,0,,,,,,,0,0,0,,,
4045745,,Street Litter,None,656,,,275,Forest Drive - Mt Martha Public Golf Course (G),MOUNT MARTHA,3934,,-38.288276,145.023814,0,,,,,,,0,0,0,,,
4045746,,Street Litter,None,657,,,144,Bay Road - Balcombe Pre School,MOUNT MARTHA,3934,,-38.272301,145.028952,0,,,,,,,0,0,0,,,
4045748,,Street Litter,None,659,,,442,Nepean Highway - Dog park at Briars,MOUNT MARTHA,3934,,-38.274194,145.03344,0,,,,,,,0,0,0,,,
4045749,,Street Litter,None,660,,,466,Esplanade - Mt Martha Community Centre Cnr Dominion Road,MOUNT MARTHA,3934,,-38.269718,145.011232,0,,,,,,,0,0,0,,,
4045750,,Street Litter,None,661,,,147,Bentons Road - Crosswalk,MOUNT MARTHA,3934,,-38.247142,145.049135,0,,,,,,,0,0,0,,240 - NORTH WED,
4045751,,Street Litter,None,662,,,122,Racecourse Road - Bus Stop,MOUNT MARTHA,3934,,-38.258398,145.054396,0,,,,,,,0,0,0,,240 - NORTH WED,
4045752,,Street Litter,None,663,,,57,Marthas Ridge Drive - Craigie Road Reserve,MOUNT MARTHA,3931,,-38.257247,145.047151,0,,,,,,,0,0,0,,240 - NORTH WED,
4045753,,Street Litter,None,664,,,29,Harrap Road - to Dog Park,MORNINGTON,3931,,-38.251166,145.048091,0,,,,,,,0,0,0,,240 - NORTH WED,
4045754,,Street Litter,None,665,,,7,Century Drive - Reserve,MOUNT MARTHA,3934,,-38.254643,145.066034,0,,,,,,,0,0,0,,240 - NORTH WED,
4045755,,Street Litter,None,666,,,450,Nepean Highway - The Briars (BBQ area),MOUNT MARTHA,3934,,-38.268205,145.042684,0,,,,,,,0,0,0,,,
4045756,,Street Litter,None,667,,,450,Nepean Highway - The Briars (main carpark),MOUNT MARTHA,3934,,-38.268506,145.043056,0,,,,,,,0,0,0,,,
4045757,,Street Litter,None,668,,,450,Nepean Highway - The Briars (eco house),MOUNT MARTHA,3934,,-38.271874,145.041476,0,,,,,,,0,0,0,,,
4045758,,Street Litter,None,669,,,450,Nepean Highway - The Briars (cafe),MOUNT MARTHA,3934,,-38.268501,145.042599,0,,,,,,,0,0,0,,,
4045760,,Street Litter,None,671,,,35,Watson Road - Mt Martha Pre School & MCHC (G),MOUNT MARTHA,3934,,-38.267923,145.019052,0,,,,,,,0,0,0,,240 - NORTH WED,
4045761,,Street Litter,None,672,,,499,Nepean Highway - Cnr of Uralla Rd,MOUNT MARTHA,3934,,-38.264697,145.036879,0,,,,,,,0,0,0,,,
4045762,,Street Litter,None,673,,,109,Somerset Drive - Bus Stop,MOUNT MARTHA,3934,,-38.281367,145.020475,0,,,,,,,0,0,0,,,
4045763,,Street Litter,None,674,,,59-63,Walara Drive - Shops at Kinross St,MOUNT MARTHA,3934,,-38.276721,145.020304,0,,,,,,,0,0,0,,,
4045764,,Street Litter,None,675,,,48,Glenisla Drive - Eco Park Reserve,MOUNT MARTHA,3934,,-38.275971,145.013541,0,,,,,,,0,0,0,,,
4045765,,Street Litter,None,676,,,141,Osbourne Drive - Tolhurst Osbourne Reserve,MOUNT MARTHA,3934,,-38.250819,145.033567,0,,,,,,,0,0,0,,,
4045766,,Street Litter,None,677,,,88,Helena Street - Citation Reserve Pavillion,MOUNT MARTHA,3934,,-38.26245,145.033194,0,,,,,,,0,0,0,,,
4045768,,Street Litter,None,679,,,40,Craigie Road - Mornington Cemetery,MOUNT MARTHA,3934,,-38.255848,145.034366,0,,,,,,,0,0,0,,,
4045769,,Street Litter,None,680,,,37,Seppelt Avenue - Ferrero Reserve,MOUNT MARTHA,3934,,-38.265657,145.02456,0,,,,,,,0,0,0,,,
4045770,,Street Litter,None,681,,,275,Forest Drive - Mt Martha Golf Course Maintenance (opp. 210 Forest Drive),MOUNT MARTHA,3934,,-38.289186,145.018611,0,,,,,,,0,0,0,,,
4045771,,Street Litter,None,682,,,91,Park Road - Mt Martha Park,MOUNT MARTHA,3934,,-38.293225,145.008578,0,,,,,,,0,0,0,,,
4045772,,Street Litter,None,683,,,375,Esplanade - Car Park South of Hearn Road,MOUNT MARTHA,3934,,-38.281983,144.995536,0,,,,,,,0,0,0,,,
4045774,,Street Litter,None,685,,,1,Dusky Drive - Dusky Drive Reserve,SAFETY BEACH,3936,,-38.315431,144.996828,0,,,,,,,0,0,0,,,
4045775,,Street Litter,None,686,,,,Marine Drive - Tassels Dog Beach,SAFETY BEACH,3936,,-38.305987,144.994335,0,,,,,,,0,0,0,,240 - NORTH WED,
4045776,,Street Litter,None,687,,,42,Thurloo Drive - Reserve Playground,SAFETY BEACH,3936,,-38.306019,145.001329,0,,,,,,,0,0,0,,,
4045778,,Street Litter,None,689,,,208,Dromana Parade - Bus Stop,SAFETY BEACH,3936,,-38.312886,144.994304,0,,,,,,,0,0,0,,,
4045779,,Street Litter,None,690,,,Opp 1,Marine Drive - Carpark Opposite Service Station on foreshore near bathing boxes,SAFETY BEACH,3936,,-38.327682,144.974471,0,,,,,,,0,0,0,,,
4045780,,Street Litter,None,691,,,Opp 11,Marine Drive - Gravel Car Park opp 11,SAFETY BEACH,3936,,-38.326507,144.976405,0,,,,,,,0,0,0,,240 - NORTH WED,
4045781,,Street Litter,None,692,,,Opp 21,Marine Drive - Gravel Car Park opp 21,SAFETY BEACH,3936,,-38.325608,144.977867,0,,,,,,,0,0,0,,240 - NORTH WED,
4045782,,Street Litter,None,693,,,Opp 31,Marine Drive - Gravel Car Park opp 31,SAFETY BEACH,3936,,-38.324735,144.979255,0,,,,,,,0,0,0,,240 - NORTH WED,
4045783,,Street Litter,None,694,,,Opp 39,Marine Drive - Gravel Car Park opp 39,SAFETY BEACH,3936,,-38.323886,144.980512,0,,,,,,,0,0,0,,240 - NORTH WED,
4045784,,Street Litter,None,695,,,Opp 56,Marine Drive - Gravel Car Park opp 56,SAFETY BEACH,3936,,-38.32214,144.982783,0,,,,,,,0,0,0,,240 - NORTH WED,
4045785,,Street Litter,None,696,,,Opp 63,Marine Drive - Gravel Car Park opp 63,SAFETY BEACH,3936,,-38.321628,144.983735,0,,,,,,,0,0,0,,240 - NORTH WED,
4045786,,Street Litter,None,697,,,Opp 79,Marine Drive - Next to Toilet Block,SAFETY BEACH,3936,,-38.31982,144.985747,0,,,,,,,0,0,0,,240 - NORTH WED,
4045787,,Street Litter,None,698,,,Opp 83,Marine Drive - Gravel Car Park opp 83,SAFETY BEACH,3936,,-38.319479,144.986076,0,,,,,,,0,0,0,,240 - NORTH WED,
4045788,,Street Litter,None,699,,,Opp 90,Marine Drive - Opposite Robin Park Caravan Park,SAFETY BEACH,3936,,-38.318482,144.987106,0,,,,,,,0,0,0,,240 - NORTH WED,
4045789,,Street Litter,None,700,,,Opp 104,Marine Drive - Gravel Car Park opp 104,SAFETY BEACH,3936,,-38.317134,144.988408,0,,,,,,,0,0,0,,240 - NORTH WED,
4045790,,Street Litter,None,701,,,Opp 99,Marine Drive - Gravel Car Park opp 99,SAFETY BEACH,3936,,-38.316946,144.988581,0,,,,,,,0,0,0,,240 - NORTH WED,
4045791,,Street Litter,None,702,,,Opp 120,Marine Drive - Gravel Car Park opp 120,SAFETY BEACH,3936,,-38.315497,144.989872,0,,,,,,,0,0,0,,240 - NORTH WED,
4045792,,Street Litter,None,703,,,128,Marine Drive - Gravel Car Park opp 128,SAFETY BEACH,3936,,-38.314394,144.99079,0,,,,,,,0,0,0,,240 - NORTH WED,
4045793,,Street Litter,None,704,,,139 & 148,Marine Drive - Safety Beach Boat Ramp,SAFETY BEACH,3936,,-38.313045,144.991529,0,,,,,,,0,0,0,,240 - NORTH WED,
4045794,,Street Litter,None,705,,,34A,Marine Drive - Entrance to Safety Beach Boat Ramp/Opposite Chemist Warehouse,SAFETY BEACH,3936,,-38.311292,144.99278,0,,,,,,,0,0,0,,240 - NORTH WED,
4045795,,Street Litter,None,706,,,Opp 154,Marine Drive - at Toilet Block opp Victoria Street (R),SAFETY BEACH,3936,,-38.31128,144.992767,0,,,,,,,0,0,0,,,
4045797,,Street Litter,None,708,,,Opp 162,Marine Drive - Gravel Car Park opp 162,SAFETY BEACH,3936,,-38.310105,144.993257,0,,,,,,,0,0,0,,240 - NORTH WED,
4045799,,Street Litter,None,710,,,Opp 170,Marine Drive - Gravel Car Park opp 170,SAFETY BEACH,3936,,-38.309115,144.993609,0,,,,,,,0,0,0,,240 - NORTH WED,
4045800,,Street Litter,None,711,,,Opp 176,Marine Drive - Gravel Car Park opp 176,SAFETY BEACH,3936,,-38.308392,144.993863,0,,,,,,,0,0,0,,240 - NORTH WED,
4045801,,Street Litter,None,712,,,185,Marine Drive - Community Centre - Street Litter Bin,SAFETY BEACH,3936,,-38.308293,144.993898,0,,,,,,,0,0,0,,,
4045802,,Street Litter,None,713,,,185,Marine Drive - Community Centre - Facility Bins,SAFETY BEACH,3936,,-38.30759,144.994338,0,,,,,,,0,0,0,,,
4045804,,Street Litter,None,715,,,Opp 226,Marine Drive - Pebble Beach carpark,SAFETY BEACH,3936,,-38.300828,144.991312,0,,,,,,,0,0,0,,,
4045805,,Street Litter,None,716,,,1,Downward Street - Adelaide Res Preschool(R),MORNINGTON,3931,,-38.231052,145.034809,0,,,,,,,0,0,0,,,
4045806,,Street Litter,None,717,,,275,Main Street - Alexandra Park (R),MORNINGTON,3931,,-38.225025,145.039623,0,,,,,,,0,0,0,,,
4045807,,Street Litter,None,718,,,11,Alfred Street - Hastings Walk (R),HASTINGS,3915,,-38.308495,145.189471,0,,,,,,,0,0,0,,,
4045808,,Street Litter,None,719,,,431,Main Creek Road - AR & F Ditterich Reserve (R),MAIN RIDGE,3928,,-38.399792,144.969825,0,,,,,,,0,0,0,,,
4045809,,Street Litter,None,720,,,26,Barker Street - BA Cairns Reserve (R),FLINDERS,3929,,-38.470758,145.015313,0,,,,,,,0,0,0,,,
4045811,,Street Litter,None,722,,,3045,Frankston-Flinders Road - Hall (R),BALNARRING,3926,,-38.373969,145.125406,0,,,,,,,0,0,0,,,
4045812,,Street Litter,None,723,,,3045,Frankston-Flinders Road - MCHC (R),BALNARRING,3926,,-38.374195,145.125186,0,,,,,,,0,0,0,,,
4045814,,Street Litter,None,725,,,3045,Frankston-Flinders Road - Preschool (R),BALNARRING,3926,,-38.374685,145.125324,0,,,,,,,0,0,0,,,
4045815,,Street Litter,None,726,,,95,Balnarring Road - Balnarring Recreation Reserve,BALNARRING,3926,,-38.362855,145.116454,0,,,,,,,0,0,0,,,
4045816,,Street Litter,None,727,,,2-8,Civic Court - Skate Park,BALNARRING,3926,,-38.374871,145.125775,0,,,,,,,0,0,0,,,
4045817,,Street Litter,None,728,,,13,Railway Road - MCHC Baxter(R),BAXTER,3911,,-38.197049,145.156341,0,,,,,,,0,0,0,,,
4045818,,Street Litter,None,729,,,211,Baxter-Tooradin Road - Baxter Community Hall (R),BAXTER,3911,,-38.197348,145.170048,0,,,,,,,0,0,0,,,
4045820,,Street Litter,None,731,,,32,Amelia Avenue - Beleura Hill Pre-school(R),MORNINGTON,3931,,-38.220844,145.053747,0,,,,,,,0,0,0,,,
4045821,,Street Litter,None,732,,,145,Bentons Road - Bentons Square Community Centre & Pre School (R),MORNINGTON,3931,,-38.246458,145.048573,0,,,,,,,0,0,0,,,
4045822,,Street Litter,None,733,,,2426,Frankston-Flinders Road - Bittern Preschool & Hall(R),BITTERN,3918,,-38.336166,145.177899,0,,,,,,,0,0,0,,,
4045823,,Street Litter,None,734,,,619,Point Nepean Road - Bitumen Carpark,MCCRAE,3938,,-38.345736,144.933016,0,,,,,,,0,0,0,,,
4045824,,Street Litter,None,735,,,10,William Road - Hall & Senior Citizens Cntre (R),BLAIRGOWRIE,3924,,-38.363805,144.784199,0,,,,,,,0,0,0,,,
4045826,,Street Litter,None,737,,,570,Boneo Road - Boneo Recreation Reserve (R),BONEO,3939,,-38.411067,144.887435,0,,,,,,,0,0,0,,,
4045827,,Street Litter,None,738,,,1475,Frankston-Flinders Road - Bunguyan Reserve,TYABB,3913,,-38.257451,145.19388,0,,,,,,,0,0,0,,,
4045828,,Street Litter,None,739,,,35-55,Wilsons Road - CB Wilson Reserve,MORNINGTON,3931,,-38.226112,145.035004,0,,,,,,,0,0,0,,,
4045829,,Street Litter,None,740,,,88,Helena Street - Citation Reserve(R),MOUNT MARTHA,3934,,-38.262914,145.033932,0,,,,,,,0,0,0,,,
4045830,,Street Litter,None,741,,,,Frankston-Flinders Road - Reserve,BALNARRING,3926,,-38.374378,145.126144,0,,,,,,,0,0,0,,,
4045831,,Street Litter,None,742,,,350,Dunns Road - Tennis Club,MORNINGTON,3931,,-38.236732,145.053884,0,,,,,,,0,0,0,,,
4045832,,Street Litter,None,743,,,9-11,Albert Street - Community House,MORNINGTON,3931,,-38.21936,145.036564,0,,,,,,,0,0,0,,,
4045833,,Street Litter,None,744,,,1,Brasser Avenue - Council Yard,DROMANA,3936,,-38.332082,144.988422,0,,,,,,,0,0,0,,,
4045835,,Street Litter,None,746,,,64A,Governors Road - Crib Point Football Oval - Seniors,CRIB POINT,3919,,-38.360021,145.204407,0,,,,,,,0,0,0,,,
4045836,,Street Litter,None,747,,,5-17,Currawong Street - PreSchool,MORNINGTON,3931,,-38.224008,145.057201,0,,,,,,,0,0,0,,,
4045837,,Street Litter,None,748,,,5-17,Currawong Street - Community Centre (R),MORNINGTON,3931,,-38.224008,145.057201,0,,,,,,,0,0,0,,,
4045839,,Street Litter,None,962,,,Opp. 8,Padua Drive - Oakridge Reserve,MORNINGTON,3931,,-38.21969,145.068687,0,,,,,,,0,0,0,,,
4045840,,Street Litter,None,751,,,85,Mornington-Tyabb Road - Dallas Brooks Reserve,MORNINGTON,3931,,-38.233442,145.05412,0,,,,,,,0,0,0,,,
4045841,,Street Litter,None,752,,,860,Melbourne Road - David MacFarlane Res(R),SORRENTO,3943,,-38.336182,144.734898,0,,,,,,,0,0,0,,,
4045842,,Street Litter,None,753,,,2A,Verdon Street - Dromana Community Centre,DROMANA,3936,,-38.336553,144.958093,0,,,,,,,0,0,0,,,
4045844,,Street Litter,None,755,,,250,Point Nepean Highway - Dromana Pier,DROMANA,3936,,-38.332136,144.964895,0,,,,,,,0,0,0,,,
4045845,,Street Litter,None,756,,,65,Pier Street - Dromana Pre School,DROMANA,3936,,-38.336656,144.968897,0,,,,,,,0,0,0,,,
4045846,,Street Litter,None,757,,Facility,49,Pier Street - Dromana Recreation Reserve (R),DROMANA,3936,,-38.33432,144.967547,0,,,,,,,0,0,0,,,
4045847,,Street Litter,None,758,,,43,Pier Street - Senior Citizens Club,DROMANA,3936,,-38.334189,144.96687,0,,,,,,,0,0,0,,,
4045848,,Street Litter,None,759,,,359,Point Nepean Road - Info Centre (R),DROMANA,3936,,-38.337092,144.956156,0,,,,,,,0,0,0,,,
4045850,,Street Litter,None,761,,,261,Wooralla Drive - Emil Madsen Reserve (R),MOUNT ELIZA,3930,,-38.218172,145.095736,0,,,,,,,0,0,0,,,
4045853,,Street Litter,None,764,,,37,Seppelt Avenue - Ferrero Reserve(R),MOUNT MARTHA,3934,,-38.265598,145.024377,0,,,,,,,0,0,0,,,
4045854,,Street Litter,None,765,,,54-56,Cook Street - Civic Hall (R),FLINDERS,3929,,-38.473517,145.015942,0,,,,,,,0,0,0,,,
4045855,,Street Litter,None,766,,,62,Bass Street - Flinders Preschool & Playgroup(R),FLINDERS,3929,,-38.47473,145.014644,0,,,,,,,0,0,0,,,
4045856,,Street Litter,None,767,,,792,Esplanade - Back of Meals on wheels,MORNINGTON,3931,,-38.215848,145.037343,0,,,,,,,0,0,0,,,
4045857,,Street Litter,None,768,,,328,Jones Road - Fruit Growers Reserve (R),SOMERVILLE,3912,,-38.224732,145.172921,0,,,,,,,0,0,0,,,
4045858,,Street Litter,None,769,,,698,Point Nepean Road - George Kilburn Park,MCCRAE,3937,,-38.348434,144.927542,0,,,,,,,0,0,0,,,
4045859,,Street Litter,None,770,,,275,Forest Drive - Mt Martha Public Golf Course (R),MOUNT MARTHA,3934,,-38.288202,145.023929,0,,,,,,,0,0,0,,,
4045860,,Street Litter,None,771,,,101,Hendersons Road - Graham Myers Reserve (R),BITTERN,3918,,-38.33995,145.167571,0,,,,,,,0,0,0,,,
4045861,,Street Litter,None,772,,,1973,Frankston-Flinders Road - Community Hub (R),HASTINGS,3915,,-38.297033,145.184477,0,,,,,,,0,0,0,,,
4045863,,Street Litter,None,774,,,159,Marine Parade - Hastings Park,HASTINGS,3915,,-38.297078,145.187575,0,,,,,,,0,0,0,,,
4045865,,Street Litter,None,776,,,3,High Street - Public Hall (R),HASTINGS,3915,,-38.307809,145.194467,0,,,,,,,0,0,0,,,
4045867,,Street Litter,None,778,,,16,Herring Street - Senior Citizens Club(R),HASTINGS,3915,,-38.30924,145.194462,0,,,,,,,0,0,0,,,
4045868,,Street Litter,None,779,,,21,Marine Parade - Hastings Shire Offices,HASTINGS,3915,,-38.308568,145.195197,0,,,,,,,0,0,0,,,
4045870,,Street Litter,None,781,,,,High Street - Shops (R),HASTINGS,3915,,-38.30774,145.19212,0,,,,,,,0,0,0,,,
4045871,,Street Litter,None,782,,,100,Canadian Bay Road - Howard Parker Reserve (R),MOUNT ELIZA,3930,,-38.183397,145.087242,0,,,,,,,0,0,0,,,
4045872,,Street Litter,None,783,,,44-54,Barmah Street - Kunyung Preschool(R),MOUNT ELIZA,3930,,-38.192,145.082472,0,,,,,,,0,0,0,,,
4045873,,Street Litter,None,784,,,305,Baldrys Road - Main Ridge Equestrian Ground,MAIN RIDGE,3936,,-38.413418,144.953898,0,,,,,,,0,0,0,,,
4045876,,Street Litter,None,787,,,52-54,Spray Street - Meals on Wheels,ROSEBUD,3939,,-38.361207,144.904528,0,,,,,,,0,0,0,,,
4045877,,Street Litter,None,788,,,3450,Frankston-Flinders Road - Merricks Station Reserve (R),MERRICKS,3916,,-38.389437,145.088631,0,,,,,,,0,0,0,,,
4045878,,Street Litter,None,789,,,700,Derril Road - Moorooduc Rec Reserve (R),MOOROODUC,3933,,-38.25588,145.104522,1,,,,0,,,1,0,0,,,
4045880,,Street Litter,None,791,,,350,Dunns Road - Civic Reserve (R),MORNINGTON,3931,,-38.238188,145.049222,0,,,,,,,0,0,0,,,
4045881,,Street Litter,None,792,,,350,Dunns Road - Mornington Civic Res (Croquet),MORNINGTON,3931,,-38.239166,145.052805,0,,,,,,,0,0,0,,240 - NORTH WED,
4045883,,Street Litter,None,794,,,11,Flinders Drive - Senior Citizens,MORNINGTON,3931,,-38.216373,145.033824,0,,,,,,,0,0,0,,240 - NORTH WED,
4045884,,Street Litter,None,795,,,320,Main Street - Mornington Community Support Centre (R),MORNINGTON,3931,,-38.22524,145.042252,0,,,,,,,0,0,0,,,
4045887,Dance Pavillion,Street Litter,None,798,,,9,Flinders Drive,MORNINGTON,3931,,-38.216373,145.033824,0,,,,,,,0,0,0,,240 - NORTH WED,
4045888,,Street Litter,None,799,,,2/350,Dunns Road - Art Gallery,MORNINGTON,3931,,-38.237302,145.053278,0,,,,,,,0,0,0,,,
4045889,,Street Litter,None,800,,,2,Queen Street - Mornington Shire Offices,MORNINGTON,3931,,-38.217765,145.036509,0,,,,,,,0,0,0,,,
4045890,,Street Litter,None,801,,,,Main Street - Mornington Shops (R),MORNINGTON,3931,,-38.219042,145.038143,0,,,,,,,0,0,0,,,
4045891,,Street Litter,None,802,,,8,Albert Street - Toy Library,MORNINGTON,3931,,-38.21896,145.036724,0,,,,,,,0,0,0,,,
4045892,,Street Litter,None,803,,,,Schnapper point drive - Mothers Beach (R),MORNINGTON,3931,,-38.214568,145.033974,0,,,,,,,0,0,0,,,
4045893,,Street Litter,None,804,,,4,Ranelagh Drive - Preschool,MOUNT ELIZA,3930,,-38.185667,145.087063,0,,,,,,,0,0,0,,,
4045894,,Street Litter,None,805,,,90,Canadian Bay Road - Community Hall (R),MOUNT ELIZA,3930,,-38.181622,145.087499,0,,,,,,,0,0,0,,,
4045896,,Street Litter,None,807,,,1A,Canadian Bay Road - Mt Eliza Yacht Club,MOUNT ELIZA,3930,,-38.171879,145.081688,0,,,,,,,0,0,0,,,
4045899,,Street Litter,None,810,,,35,Watson Road - Mt Martha Pre School & MCHC(R),MOUNT MARTHA,3934,,-38.267923,145.019052,0,,,,,,,0,0,0,,,
4045900,,Street Litter,None,811,,,15,Narambi Road - Narambi Reserve,MORNINGTON,3931,,-38.227687,145.05733,0,,,,,,,0,0,0,,,
4045902,,Street Litter,None,813,,,193,Eastbourne Road - Olympic Oval (Football),ROSEBUD,3939,,-38.369558,144.894385,0,,,,,,,0,0,0,,,
4045903,,Street Litter,None,814,,,193,Eastbourne Road - Olympic Park (Soccer),ROSEBUD,3939,,-38.370831,144.894128,0,,,,,,,0,0,0,,,
4045906,,Street Litter,None,817,,,91,Wilsons Road - Peninsula Community Theatre,MORNINGTON,3931,,-38.231285,145.040084,0,,,,,,,0,0,0,,,
4045907,,Street Litter,None,818,,,,Ramler Mews - Percy Cerutty Reserve,PORTSEA,3944,,-38.324877,144.712402,0,,,,,,,0,0,0,,,
4045908,,Street Litter,None,819,,,3780,Point Nepean Road - Portsea Pier (R),PORTSEA,3944,,-38.319906,144.713354,0,,,,,,,0,0,0,,,
4045909,,Street Litter,None,820,,,35,Ramler Mews - Tennis Club,PORTSEA,3944,,-38.325538,144.712198,0,,,,,,,0,0,0,,,
4045911,,Street Litter,None,822,,,19-23,Mechanics Road - Red Hill Community Hall (R),RED HILL,3937,,-38.375967,145.02743,0,,,,,,,0,0,0,,,
4045912,,Street Litter,None,823,,,210,Arthurs Seat Road - Red Hill MCHC & Preschool (R),RED HILL,3937,,-38.370036,145.012123,0,,,,,,,0,0,0,,,
4045913,,Street Litter,None,824,,,184,Arthurs Seat Road - Red Hill Rec Reserve (R),RED HILL,3937,,-38.368138,145.011411,0,,,,,,,0,0,0,,,
4045914,,Street Litter,None,825,,,20-56,Melbourne Road - RJ Rowley Rec Reserve (R),RYE,3941,,-38.372706,144.811442,0,,,,,,,0,0,0,,,
4045915,,Street Litter,None,826,,,111,Graydens Road - RM Hooper Reserve (R),TUERONG,3915,,-38.285465,145.137044,0,,,,,,,0,0,0,,,
4045916,,Street Litter,None,827,,,994,Point Nepean Road (R) - Rosebud Community Hall,ROSEBUD,3939,,-38.35631,144.900508,0,,,,,,,0,0,0,,,
4045917,,Street Litter,None,828,,,2,Jetty Road - Rosebud Pier(R),ROSEBUD,3939,,-38.353271,144.908267,0,,,,,,,0,0,0,,,
4045918,,Street Litter,None,829,,,115,Ninth Avenue - Senior Citizens (R),ROSEBUD,3939,,-38.36121,144.904902,0,,,,,,,0,0,0,,,
4045919,,Street Litter,None,830,,,90,Besgrove Street - Council Office,ROSEBUD,3939,,-38.370598,144.891642,0,,,,,,,0,0,0,,,
4045920,,Street Litter,None,831,,,,Point Nepean Road - Rosebud shops,ROSEBUD,3939,,-38.355716,144.905064,0,,,,,,,0,0,0,,,
4045921,,Street Litter,None,832,,,,Point Nepean Road - Rosebud Skate Park Cnr Boneo Road,ROSEBUD,3939,,-38.359599,144.889447,0,,,,,,,0,0,0,,,
4045923,,Street Litter,None,834,,,68,Camp Hill Road - RW Stone Reserve (R),SOMERS,3927,,-38.390002,145.164265,0,,,,,,,0,0,0,,,
4045924,,Street Litter,None,835,,,27,Nelson Street - Community Centre (R),RYE,3941,,-38.371461,144.820662,0,,,,,,,0,0,0,,,
4045925,,Street Litter,None,836,,,12,Napier Street - Civic Hall & Senior Citizens (R),RYE,3941,,-38.371826,144.821716,0,,,,,,,0,0,0,,,
4045927,,Street Litter,None,838,,,2389,Point Nepean Road - Pier Carpark,RYE,3941,,-38.369806,144.822517,0,,,,,,,0,0,0,,,
4045928,,Street Litter,None,839,,,19-20,Nelson Street - Preschool & IWC (R),RYE,3941,,-38.371478,144.821173,0,,,,,,,0,0,0,,,
4045929,,Street Litter,None,840,,,2271-2385,Point Nepean Road - Rye Shops,RYE,3941,,-38.370968,144.82663,0,,,,,,,0,0,0,,,
4045930,,Street Litter,None,841,,,185,Marine Drive - Community Centre (R),SAFETY BEACH,3936,,-38.30759,144.994338,0,,,,,,,0,0,0,,,
4045932,,Street Litter,None,843,,,11A,Allambi Avenue - Seawinds Community Hub (R),CAPEL SOUND,3939,,-38.375323,144.885461,0,,,,,,,0,0,0,,,
4045935,,Street Litter,None,846,,FACILITY,67,Byrnes Road - Shoreham Hall (R),SHOREHAM,3916,,-38.427656,145.045024,0,,,,,,,0,0,0,,,
4045936,,Street Litter,None,847,,,,Ocean View Crescent - Somers Preschool,SOMERS,3927,,-38.392977,145.162246,0,,,,,,,0,0,0,,,
4045937,,Street Litter,None,848,,,1085,Frankston-Flinders Road - Somerville Library (R),SOMERVILLE,3912,,-38.224578,145.177176,0,,,,,,,0,0,0,,,
4045939,,Street Litter,None,850,,,37,Eramosa Road East - Preschool (R),SOMERVILLE,3912,,-38.22418,145.178735,0,,,,,,,0,0,0,,,
4045940,,Street Litter,None,851,,,14,Edward Street - Somerville Rec Centre & MCHC (R),SOMERVILLE,3912,,-38.224675,145.173081,0,,,,,,,0,0,0,,,
4045941,,Street Litter,None,852,,,259,Jones Road - Somerville Recreation Reserve,SOMERVILLE,3912,,-38.228885,145.174828,0,,,,,,,0,0,0,,,
4045943,,Street Litter,None,854,,,,Point Nepean Road - Sorrento Foreshore,SORRENTO,3943,,-38.338597,144.744668,0,,,,,,,0,0,0,,,
4045945,,Street Litter,None,856,,,20,Darling Road - PreSchool (R),SORRENTO,3943,,-38.341335,144.739005,0,,,,,,,0,0,0,,,
4045946,,Street Litter,None,857,,,21 - 159,Ocean Beach Road - Sorrento SHOPS (R),SORRENTO,3943,,-38.339363,144.740229,0,,,,,,,0,0,0,,,
4045947,,Street Litter,None,858,,,3399,Point Nepean Youth and Family centre,SORRENTO,3943,,-38.33849,144.737422,0,,,,,,,0,0,0,,,
4045948,,Street Litter,None,859,,,,Queens Road - Senior Citizen's,SORRENTO,3943,,-38.34166,144.736684,0,,,,,,,0,0,0,,,
4045950,,Street Litter,None,861,,,99,Bass Meadows Boulevard - Rec Hall & Preschool (R),ST ANDREWS BEACH,3941,,-38.422578,144.83733,0,,,,,,,0,0,0,,,
4045951,,Street Litter,None,862,,,87,Mount Eliza Way - Mt Eliza Shops,MOUNT ELIZA,3930,,-38.184626,145.089304,0,,,,,,,0,0,0,,,
4045952,,Street Litter,None,863,,,,Delepan Drive - Reserve (R),TYABB,3913,,0,0,0,,,,,,,0,0,0,,,
4045953,,Street Litter,None,864,,,,Point Nepean Road - Rye Pier (R),RYE,3941,,-38.369334,144.81799,0,,,,,,,0,0,0,,,
4045957,,Street Litter,None,868,,,450C,Nepean Highway - The Briars (R),MOUNT MARTHA,3934,,-38.268498,145.04233,0,,,,,,,0,0,0,,,
4045958,,Street Litter,None,869,,,,Esplanade - Car Park & Toilet Block (Opposite 506) Beach Side,MOUNT MARTHA,3934,,-38.263403,145.016473,1,,,,,0,,0,1,0,,,
4045959,,Street Litter,None,870,,,2834,Point Nepean Road - Toilet Block (R),BLAIRGOWRIE,3942,,-38.360911,144.780167,0,,,,,,,0,0,0,,,
