Site Id,Account Number,Category,Customer,Property ID,Lot,Unit,Street Number,Street,Suburb,Postcode,Zone,Lat,Lng,Total Bins,Run Flags,Parent Site ID,Parent Site Address,120L Street Recycling,240L Street Litter,240L Street Recycling,Count of 120L Street Recycling,Count of 240L Street Litter,Count of 240L Street Recycling,All Runs for Deliveries,All Runs for Street Litter,All Runs for Street Recycling
4045960,,Street Litter,None,871,,,777,Point Nepean Road - Tom Salt Reserve,MCCRAE,3937,,-38.352198,144.916449,0,,,,,,,0,0,0,,,
4045961,,Street Litter,None,872,,,30,Barry Street - Tootgarook Memorial Hall(R),TOOTGAROOK,3941,,-38.370461,144.857879,0,,,,,,,0,0,0,,,
4045962,,Street Litter,None,873,,,22-24,Barry Street - Tootgarook Preschool & Maternal Health Centre(R),TOOTGAROOK,3941,,-38.370561,144.858587,0,,,,,,,0,0,0,,,
4045964,,Street Litter,None,875,,,113-135,Truemans Road - Truemans Road Reserve,TOOTGAROOK,3941,,-38.376435,144.86108,0,,,,,,,0,0,0,,,
4045968,,Street Litter,None,879,,,,Bunguyan Reserve - Tyabb Preschool,TYABB,3913,,0,0,0,,,,,,,0,0,0,,,
4045971,,Street Litter,None,882,,,47,Walkers Road - Preschool (R),MOUNT ELIZA,3930,,-38.188734,145.103416,0,,,,,,,0,0,0,,,
4045972,,Street Litter,None,883,,,325,Bayview Road - Waterfall Gully PreSchool & I.W.C.(R),ROSEBUD,3939,,-38.368624,144.914628,0,,,,,,,0,0,0,,,
4045973,,Street Litter,None,884,,,2,Tambar Place - Wallaroo PS & MCHC,HASTINGS,3915,,-38.298074,145.173987,0,,,,,,,0,0,0,,,
4045974,,Street Litter,None,885,,Facility,201,High Street - Westernport Athletics Track (R),HASTINGS,3915,,-38.309562,145.17643,0,,,,,,,0,0,0,,,
4045975,,Street Litter,None,886,,,2120,Point Nepean Road - Car park to beach,RYE,3941,,-38.370725,144.832383,0,,,,,,,0,0,0,,,
4176321,,Street Litter,None,889,,,1807,Point Nepean Road - Truemans Road Bus Stop (Beach Side),CAPEL SOUND,3940,,-38.366984,144.862399,0,,,,,,,0,0,0,,,
4176324,,Street Litter,None,891,,,Opp 3023,Camerons Bight Carpark,SORRENTO,3943,,-38.352735,144.762404,0,,,,,,,0,0,0,,,
4176325,,Street Litter,None,892,,,Opp 3095,Point Nepean Road - Carpark,SORRENTO,3943,,-38.34785,144.760481,0,,,,,,,0,0,0,,,
4176326,,Street Litter,None,893,,,Opp 3157,Point Nepean Road - Carpark,SORRENTO,3943,,-38.344764,144.755031,0,,,,,,,0,0,0,,,
4176327,,Street Litter,None,894,,,1587,Point Nepean Road - Chatfield Avenue Bus Stop,CAPEL SOUND,3940,,-38.363139,144.877968,0,,,,,,,0,0,0,,,
4176328,,Street Litter,None,895,,,1527,Point Nepean Road - Rosebud Hospital Bus Stop,CAPEL SOUND,3940,,-38.36141,144.884705,0,,,,,,,0,0,0,,,
4176330,,Street Litter,None,897,,,1355,Nepean Highway - Bus Stop,MOUNT ELIZA,3930,,-38.196264,145.088926,0,,,,,,,0,0,0,,,
4176331,,Street Litter,None,898,,,,Murrowong Avenue - Dog Park,ROSEBUD,3939,,-38.364953,144.892303,0,,,,,,,0,0,0,,,
4176332,,Street Litter,None,899,,,121,Ninth Avenue - Senior Citizens,ROSEBUD,3939,,-38.361379,144.904042,0,,,,,,,0,0,0,,,
4176333,,Street Litter,None,900,,,,Burdett Street - Quinns Park Dog Park,TOOTGAROOK,3941,,-38.369948,144.859275,0,,,,,,,0,0,0,,,
4176335,,Street Litter,None,903,,,,Point Nepean Road - Flinders Street Carpark,RYE,3941,,-38.365616,144.800814,0,,,,,,,0,0,0,,,
4176336,,Street Litter,None,904,,,Oppp. 2651,Point Nepean Road - Outdoor Gym,RYE,3941,,-38.36521,144.798829,0,,,,,,,0,0,0,,,
4176338,,Street Litter,None,906,,,Opp 2135,Point Nepean Road - Bus Stop,RYE,3941,,-38.370952,144.831548,0,,,,,,,0,0,0,,,
4176339,,Street Litter,None,907,,,Opp. 2111,Point Nepean Road - Carpark,RYE,3941,,-38.370834,144.832326,0,,,,,,,0,0,0,,,
4176340,,Street Litter,None,908,,,2100,Point Nepean Road - at Government Road on Trail,RYE,3941,,-38.370699,144.834677,0,,,,,,,0,0,0,,,
4176343,,Street Litter,None,909,,,T579 Opp Bartell Street,Point Nepean Road - Campsite 4,MCCRAE,3938,,-38.3489,144.926226,0,,,,,,,0,0,0,,242 - SOUTH MON,
4176346,,Street Litter,None,910,,,T576 & T577,Opp Wattle Road & Point Nepean Road - Campsite 5,MCCRAE,3938,,-38.350434,144.922417,0,,,,,,,0,0,0,,242 - SOUTH MON,
4176348,,Street Litter,None,911,,,Opp 827,Point Nepean Road - Opposite Bridgestone,ROSEBUD,3939,,-38.352905,144.912752,0,,,,,,,0,0,0,,242 - SOUTH MON,
4176349,,Street Litter,None,920,,,T431 & T432 OPP HYGEIA STREET,Point Nepean Road - Campsite 1-49 (T431/T432),RYE,3941,,-38.370733,144.827985,0,,,,,,,0,0,0,,,
4176350,,Street Litter,None,921,,,T119 Opp 2257,Point Nepean Road - Campsites 50-88 (T119),RYE,3941,,-38.37056,144.8264,0,,,,,,,0,0,0,,,
4176351,,Street Litter,None,912,,,Opp 777,Point Nepean Road - Tom Salt Memorial Park,ROSEBUD,3939,,-38.352073,144.91644,0,,,,,,,0,0,0,,242 - SOUTH MON,
4176352,,Street Litter,None,922,,,T115 OPP ELGAN AVENUE,Point Nepean Road - Campsites 89-133 (T115),RYE,3941,,-38.369126,144.815617,0,,,,,,,0,0,0,,,
4176353,,Street Litter,None,913,,,T562 OPP 1527,Point Nepean Road - Campsite 12,ROSEBUD,3939,,-38.360711,144.884866,0,,,,,,,0,0,0,,,
4176354,,Street Litter,None,923,,,T114 Opp 2511,Point Nepean Road - Campsites 134-173 (T114),RYE,3941,,-38.368623,144.813165,0,,,,,,,0,0,0,,,
4176355,,Street Litter,None,924,,,3154,Point Nepean Road - Picnic Area past yacht club,SORRENTO,3943,,-38.34494,144.756819,0,,,,,,,0,0,0,,242 - SOUTH MON,
4176356,,Street Litter,None,925,,,3176,Point Nepean Road - Opposite Erlandsen Ave,SORRENTO,3943,,-38.343781,144.752662,0,,,,,,,0,0,0,,,
4176359,,Street Litter,None,916,,,Opp. 1447,Point Nepean Road - Rotary Park,ROSEBUD,3939,,-38.359521,144.889461,0,,,,,,,0,0,0,,242 - SOUTH MON,
4176360,,Street Litter,None,917,,,T563 & T564 OPP 1485,Point Nepean Road - Campsite 11,ROSEBUD,3939,,-38.359768,144.886733,0,,,,,,,0,0,0,,242 - SOUTH MON,
4176361,,Street Litter,None,918,,,T560 & T561 OPP BRENDEL Street,Point Nepean Road - Campsite 13,CAPEL SOUND,3939,,-38.360879,144.883107,0,,,,,,,0,0,0,,,
4176363,,Street Litter,None,919,,,T559 OPP 1563,Point Nepean Road - Campsite 14,CAPEL SOUND,3939,,-38.362056,144.879867,0,,,,,,,0,0,0,,242 - SOUTH MON,
4221448,,Street Litter,None,931,,,16,Gaskin Avenue - Reserve,HASTINGS,3915,,-38.31507,145.191038,0,,,,,,,0,0,0,,"241 - WEST FRI,242 - SOUTH MON",
4920680,,Street Litter,None,928,,,12,Brydon Court - Reserve,HASTINGS,3915,,-38.303657,145.176087,0,,,,,,,0,0,0,,,
4920681,,Street Litter,None,927,,,9,Teal Court - Wallaroo Reserve,HASTINGS,3915,,-38.297777,145.174796,0,,,,,,,0,0,0,,"241 - WEST WED,242 - SOUTH MON",
4920769,,Street Litter,None,926,,Facility,15,Gibson Street - Dromana Community House,DROMANA,3936,,-38.333425,144.96698,0,,,,,,,0,0,0,,"242 - SOUTH MON,242 - SOUTH FRI",
4961340,,Street Litter,None,941,,,664,Esplanade - Track Opp Johns Road Bus Stop - Coral Cove,MORNINGTON,3931,,-38.234777,145.027505,0,,,,,,,0,0,0,,,
5138093,,Street Litter,None,932,,,871,Point Nepean Road - Opposite Rosebud Health in car park,ROSEBUD,3939,,-38.353908,144.911099,0,,,,,,,0,0,0,,242 - SOUTH MON,
5138096,,Street Litter,None,933,,,2113,Point Nepean Road - Sisco Pizza,RYE,3941,,-38.371225,144.831928,0,,,,,,,0,0,0,,242 - SOUTH MON,
5138097,,Street Litter,None,934,,,2293,Point Nepean Road - Ricks on Rye,RYE,3941,,-38.370878,144.825778,0,,,,,,,0,0,0,,242 - SOUTH MON,
5138098,,Street Litter,None,935,,,1889,Point Nepean Road - Hair Salon,TOOTGAROOK,3941,,-38.368425,144.856348,0,,,,,,,0,0,0,,,
5138099,,Street Litter,None,936,,,1455,Point Nepean Road - Corner Cafe,ROSEBUD,3939,,-38.360194,144.889318,0,,,,,,,0,0,0,,,
5138102,,Street Litter,None,938,,,1585,Point Nepean Road - Chinamans Creek Bus Stop,CAPEL SOUND,3940,,-38.363173,144.878155,0,,,,,,,0,0,0,,,
5138110,,Street Litter,None,939,,,2331,Point Nepean Road - Subway,RYE,3941,,-38.370645,144.824158,0,,,,,,,0,0,0,,,
5141387,,Street Litter,None,940,,,41,Samantha Drive - Narambi Station Reserve,MORNINGTON,3931,,-38.228915,145.059982,0,,,,,,,0,0,0,,"240 - NORTH MON,240 - NORTH WED",
5141397,,Street Litter,None,942,,,18,Penleigh Crescent - Greenlaw Reserve,MOUNT MARTHA,3934,,-38.275419,145.02427,0,,,,,,,0,0,0,,240 - NORTH THU,
5212995,,Street Litter,None,943,,,980,Point Nepean Road - Vinnies Soup Kitchen,ROSEBUD,3939,,-38.355797,144.901027,0,,,,,,,0,0,0,,242 - SOUTH MON,
5213149,,Street Litter,None,945,,,19,Robertson Drive - Bus Stops,MORNINGTON,3931,,-38.224841,145.055342,0,,,,,,,0,0,0,,,
5213233,,Street Litter,None,946,,,127,Harrap Road - to Dog Park,MORNINGTON,3931,,-38.253669,145.056529,0,,,,,,,0,0,0,,240 - NORTH WED,
5213238,,Street Litter,None,947,,,,Surf Life Saving club Mills Beach Esplanade,MORNINGTON,3931,,-38.213978,145.043881,0,,,,,,,0,0,0,,,
5213574,,Street Litter,None,948,,,10,Cook Street - Morell Reserve,MORNINGTON,3931,,-38.215786,145.039389,0,,,,,,,0,0,0,,,
5213577,,Street Litter,None,949,,,20,Bruce Street - Shops,MORNINGTON,3931,,-38.233678,145.059391,0,,,,,,,0,0,0,,,
5213584,,Street Litter,None,951,,,17,Gordon Street - Cnr of Barkly Street,MORNINGTON,3931,,-38.219995,145.041365,0,,,,,,,0,0,0,,,
5213802,,Street Litter,None,950,,,11,Marine Parade - Shed Eleven Youth Services,HASTINGS,3915,,-38.308726,145.195776,0,,,,,,,0,0,0,,,
5213833,,Street Litter,None,952,,,570,Boneo Road - Reserve (R),BONEO,3939,,-38.411471,144.884538,0,,,,,,,0,0,0,,,
5239522,,Street Litter,None,953,,8,89,Mount Eliza Way - Opposite Clarkestown Avenue in Canadian Bay Road,MOUNT ELIZA,3930,,-38.184323,145.089304,0,,,,,,,0,0,0,,,
5239523,,Street Litter,None,954,,,31,High Street - Outside Chinese Food,HASTINGS,3915,,-38.307789,145.192723,0,,,,,,,0,0,0,,,
5311898,,Street Litter,None,960,,,12,Strathmore Road - Balnarring Tennis Club,BALNARRING,3926,,-38.37798,145.12395,0,,,,,,,0,0,0,,241 - WEST THUR,
5316501,,Street Litter,None,957,,,917,Nepean Highway - Bus Stop at Hotel,MORNINGTON,3931,,-38.226627,145.04824,0,,,,,,,0,0,0,,,
5316632,,Street Litter,None,961,,,111,Craigie Road,MOUNT MARTHA,3934,,-38.256477,145.038147,0,,,,,,,0,0,0,,,
5316712,,Street Litter,None,1000,,,1247,Point Nepean Road - Anytime Fitness,ROSEBUD,3939,,-38.358532,144.895388,0,,,,,,,0,0,0,,,
5388449,,Street Litter,None,49,,10,143,Point Nepean Road - Outside Dromana Family Medical,DROMANA,3936,,-38.331699,144.968547,0,,,,,,,0,0,0,,,
5388470,,Street Litter,None,688,,,1,Dromana Parade - Bus Stop,SAFETY BEACH,3936,,-38.328019,144.977648,0,,,,,,,0,0,0,,,
5388543,,Street Litter,None,963,,,,Point Nepean Road - DROMANA Foreshore Campground,DROMANA,3936,,-38.339718,144.948592,0,,,,,,,0,0,0,,,
5389311,,Street Litter,None,1012,,,3053,Frankston-Flinders Road - Community Garden,BALNARRING,3926,,-38.37413,145.124752,0,,,,,,,0,0,0,,,
5396893,,Street Litter,None,1001,,,210,Baldrys Road - Baldrys Crossing Picnic Area,MAIN RIDGE,3928,,-38.420608,144.960586,0,,,,,,,0,0,0,,,
5396919,,Street Litter,None,1002,,,3,Hurley Street - behind RSL,SORRENTO,3943,,-38.338148,144.738506,0,,,,,,,0,0,0,,,
5396923,,Street Litter,None,1003,,,2431,Frankston-Flinders Road - At Train Station BBQ area,BITTERN,3918,,-38.336967,145.177992,0,,,,,,,0,0,0,,,
5397663,,Street Litter,None,1021,,,47,Balnarring Road - Brooksby Square,BALNARRING,3936,,-38.370329,145.123834,0,,,,,,,0,0,0,,,
5397666,,Street Litter,None,1005,,,2,Skinner Street - Warringine Park Trail - Near Helipad,HASTINGS,3918,,-38.314399,145.194844,0,,,,,,,0,0,0,,,
5397791,,Street Litter,None,1006,,,21,Maine Street - Romney Park,TOOTGAROOK,3941,,-38.371271,144.847127,0,,,,,,,0,0,0,,,
5397829,,Street Litter,None,1008,,,114,Clarendon Drive - Reserve,SOMERVILLE,3912,,-38.232134,145.159578,0,,,,,,,0,0,0,,,
5398022,,Street Litter,None,1009,,,3646,Point Nepean Road - Shelley Beach,PORTSEA,3944,,-38.321734,144.724542,0,,,,,,,0,0,0,,,
5541187,,Street Litter,None,1010,,,2A,Lindenderry Circuit - Playground,MORNINGTON,3931,,-38.224632,145.073412,0,,,,,,,0,0,0,,,
5541273,,Street Litter,None,959,,,170,Craigie Road - Reserve,MOUNT MARTHA,3934,,-38.258561,145.047214,0,,,,,,,0,0,0,,240 - NORTH WED,
5541304,,Street Litter,None,1011,,,3068,Point Nepean Road - Collins Settlement,SORRENTO,3943,,-38.349673,144.76199,0,,,,,,,0,0,0,,,
5542661,,Street Litter,None,1020,,,380,Esplanade - Martha Point Carpark (North of Hearn Rd),MOUNT MARTHA,3934,,-38.280641,144.996752,0,,,,,,,0,0,0,,,
5543663,,Street Litter,None,1022,,,36,Park Lane - Tennis Club carpark,SOMERVILLE,3912,,-38.231176,145.175961,0,,,,,,,0,0,0,,,
5543686,,Street Litter,None,1032,,,,Sorrento Boat Ramp Carpark & Jetty,SORRENTO,3912,,-38.333693,144.741569,0,,,,,,,0,0,0,,,
5544198,,Street Litter,None,1997,,,Opp. 614,Esplanade (Refuge Island sign down track Opposite Dava Hotel),MOUNT MARTHA,3934,,-38.244445,145.029601,0,,,,,,,0,0,0,,240 - NORTH WED,
5544566,,Street Litter,None,1013,,,441,Main Creek Road - AR & F Ditterich Community Hall,MAIN RIDGE,3928,,-38.399704,144.970458,0,,,,,,,0,0,0,,,
5544596,,Street Litter,None,1014,,Facility,1535,Frankston-Flinders Road - Tyabb Hall,TYABB,3913,,-38.261029,145.189896,0,,,,,,,0,0,0,,,
5544638,,Street Litter,None,1023,,,206,Mount Eliza Way - Bus Stop,MOUNT ELIZA,3930,,-38.193797,145.090589,0,,,,,,,0,0,0,,,
5544792,,Street Litter,None,1025,,,182,Stony Point Road - At Shops,CRIB POINT,3919,,-38.365363,145.204731,0,,,,,,,0,0,0,,,
5548813,,Street Litter,None,1024,,,5,Tara Drive - Reserve,HASTINGS,3915,,-38.306359,145.171325,0,,,,,,,0,0,0,,,
5548814,,Street Litter,None,1026,,,19,Pauls Lane - Playground,HASTINGS,3915,,-38.297321,145.178387,0,,,,,,,0,0,0,,,
5635184,,Street Litter,None,1015,,,9,Cain Street - Bus Stop Pathway,CAPEL SOUND,3940,,-38.369805,144.887669,0,,,,,,,0,0,0,,,
5635192,,Street Litter,None,777,,,873,Nepean Highway - Apex Park,MORNINGTON,3931,,-38.229548,145.044188,0,,,,,,,0,0,0,,,
5635237,,Street Litter,None,1016,,,14,Esplanade - far end of Pier Carpark,SORRENTO,3943,,-38.335922,144.743612,0,,,,,,,0,0,0,,,
5635246,,Street Litter,None,1027,,,8,Caraar Creek Lane - Beleura Cliff Path,MORNINGTON,3931,,-38.206969,145.054677,0,,,,,,,0,0,0,,,
5635329,,Street Litter,None,1999,,,68,Station Street - Rear of Mechanics Hall,SOMERVILLE,3912,,-38.225477,145.174724,0,,,,,,,0,0,0,,,
5635461,,Street Litter,None,1028,,,9,Newington Avenue - Tuck Shop,ROSEBUD,3940,,-38.381148,144.885986,0,,,,,,,0,0,0,,,
5713828,,Street Litter,None,1029,,,Opp 1557,Point Nepean Road - Chinamans Creek carpark,CAPEL SOUND,3939,,-38.360992,144.881154,0,,,,,,,0,0,0,,,
5714257,,Street Litter,None,888,,,24,Victoria Street - Outside Tattooist/Beauty Shop,HASTINGS,3915,,-38.308031,145.190399,0,,,,,,,0,0,0,,,
5714325,,Street Litter,None,1031,,,2a,Verdon Street - Dromana Pottery Club,DROMANA,3936,,-38.336482,144.958104,0,,,,,,,0,0,0,,,
5714327,,Street Litter,None,1030,,,7A,Mount Arthur Avenue - Coral Close Reserve Playground,ROSEBUD,3939,,-38.37893,144.920501,0,,,,,,,0,0,0,,,
5714381,444,Street Litter,None,1998,,,1085,Frankston-Flinders Road - S/L outside Library,SOMERVILLE,3912,,-38.22481,145.176751,0,,,,,,,0,0,0,,,
5714535,,Street Litter,None,1035,,,Opp. 177,Point Nepean Road - Picnic Area,DROMANA,3936,,-38.331525,144.966576,0,,,,,,,0,0,0,,,
5715395,,Street Litter,None,1036,,,450A,Moorooduc Highway - Mt Eliza Park,MOUNT ELIZA,3930,,-38.211111,145.108996,0,,,,,,,0,0,0,,,
5715509,,Street Litter,None,1037,,,2966,Frankston-Flinders Road - at Station Street,BALNARRING,3936,,-38.371218,145.130492,0,,,,,,,0,0,0,,,
5723751,,Street Litter,None,1038,,,100,Besgrove Street - Yawa Aquatic Centre,ROSEBUD,3939,,-38.371041,144.89053,0,,,,,,,0,0,0,,,
5723777,,Street Litter,None,1039,,,19,Century Drive - Reserve,MOUNT MARTHA,3934,,-38.258814,145.064016,0,,,,,,,0,0,0,,240 - NORTH WED,
5738901,,Street Litter,None,1040,,,Opp. 1283,Point Nepean Road - Camp Kitchen,ROSEBUD,3939,,-38.358083,144.893787,0,,,,,,,0,0,0,,,
5739332,,Street Litter,None,1041,,,132,High Street - Gravel Road at Train Station,HASTINGS,3915,,-38.306585,145.186192,0,,,,,,,0,0,0,,,
5740924,,Street Litter,None,1044,,,35,McDowell Street - Rosebud Library,ROSEBUD,3939,,-38.357281,144.904935,0,,,,,,,0,0,0,,,
5892662,,Street Litter,None,1033,,,2537,Point Nepean Road - Lime Kiln,RYE,3940,,-38.368196,144.811738,0,,,,,,,0,0,0,,,
5964860,,Street Litter,None,1034,,,Opp. 2943,Point Nepean Road - Boat Ramp carpark,BLAIRGOWRIE,3942,,-38.357328,144.768381,0,,,,,,,0,0,0,,,
5973930,,Street Litter,None,1909,,,905,Point Nepean Road - Outside Georges Seafood,ROSEBUD,3939,,-38.354553,144.909796,0,,,,,,,0,0,0,,,
5973964,,Street Litter,None,1043,,,35,Parwan Crescent - Oakridge Reserve,MORNINGTON,3931,,-38.219519,145.067585,0,,,,,,,0,0,0,,,
5973965,,Street Litter,None,1045,,,64,Padua Drive - Oakridge Reserve,MORNINGTON,3931,,-38.218793,145.067303,0,,,,,,,0,0,0,,,
5973966,,Street Litter,None,1046,,,21,Exford Drive - Oakridge Reserve,MORNINGTON,3931,,-38.220366,145.067348,0,,,,,,,0,0,0,,,
6141899,,Street Litter,None,976,,,1091-1093,Point Nepean Road - Bus Stop outside Toyworld,ROSEBUD,3939,,-38.356069,144.903156,0,,,,,,,0,0,0,,,
6142142,,Street Litter,None,790,,,996,Point Nepean Road - Bus Stop opp Subway,ROSEBUD,3939,,-38.356953,144.899136,0,,,,,,,0,0,0,,,
6150362,,Street Litter,None,1105,,,T566 Opp 1359,Point Nepean Road - Campsite 10,ROSEBUD,3939,,-38.358596,144.892978,0,,,,,,,0,0,0,,,
6150369,,Street Litter,None,1106,,,Opp 1263,Point Nepean Road - Campsite 10,ROSEBUD,3939,,-38.357979,144.894596,0,,,,,,,0,0,0,,,
6150375,,Street Litter,None,1107,,,T568 & T569 Opp 1235,Point Nepean Road - Campsite 8,ROSEBUD,3939,,-38.357126,144.89722,0,,,,,,,0,0,0,,,
6150445,,Street Litter,None,1108,,,T572 & T573 Opp 779,Point Nepean Road - Campsite 7,ROSEBUD,3939,,-38.352363,144.914973,0,,,,,,,0,0,0,,,
6150448,,Street Litter,None,1109,,,T574 & T575 Opp 765,Point Nepean Road - Campsite 6,ROSEBUD,3939,,-38.35165,144.91773,0,,,,,,,0,0,0,,,
6150460,,Street Litter,None,1111,,,T578 Opp 711,Point Nepean Road - Campsite 4,MCCRAE,3938,,-38.349057,144.925805,0,,,,,,,0,0,0,,,
6151308,,Street Litter,None,1042,,,,Anthonys Nose Car Park,MCCRAE,3936,,-38.343648,144.938521,0,,,,,,,0,0,0,,,
6198530,,Street Litter,None,1047,,,786,Esplanade - Ice Cream shop,MORNINGTON,3931,,-38.216461,145.035628,0,,,,,,,0,0,0,,240 - NORTH WED,
6272495,,Street Litter,None,1050,,,1,"Pitt Street - Community Garden. End of Court, left down path",MORNINGTON,3931,,-38.232036,145.035264,0,,,,,,,0,0,0,,,
6272845,,Street Litter,None,1051,,,2071,Point Nepean Road - Carpark Opp. Shirlow Ave,RYE,3941,,-38.370726,144.837241,0,,,,,,,0,0,0,,,
6335633,,Street Litter,None,1052,,,293,Stony Point Road - Bus Stop,CRIB POINT,3919,,-38.356858,145.195999,0,,,,,,,0,0,0,,,
6343790,,Street Litter,None,1055,,,2/350,Dunns Road - Botanical Garden,MORNINGTON,3931,,-38.236769,145.051956,0,,,,,,,0,0,0,,,
6351602,,Street Litter,None,1053,,,234,Stony Point Road - AW Peterson Reserve at Playground,CRIB POINT,3919,,-38.364921,145.202965,0,,,,,,,0,0,0,,,
6352195,,Street Litter,None,1054,,,1078,Nepean Highway - Beleura Park,MORNINGTON,3931,,-38.221369,145.054915,0,,,,,,,0,0,0,,,
6366905,,Street Litter,None,1056,,,2507-2509,Point Nepean Road - White Cliffs Store,RYE,3941,,-38.369227,144.814348,0,,,,,,,0,0,0,,,
6453881,,Street Litter,None,1057,,,890,Point Nepean Road - Bus Stop,ROSEBUD,3939,,-38.354871,144.90667,0,,,,,,,0,0,0,,,
6453882,,Street Litter,None,1058,,,834,Point Nepean Road - Reserve,ROSEBUD,3939,,-38.352757,144.912772,0,,,,,,,0,0,0,,,
6480992,,Street Litter,None,1059,,,362,Main Street - Dr Somers Memorial Park,MORNINGTON,3931,,-38.228916,145.044917,0,,,,,,,0,0,0,,,
6501554,,Street Litter,None,797,,,58,Inala Street - French Street Reserve,RYE,3941,,-38.385701,144.805338,0,,,,,,,0,0,0,,242 - SOUTH FRI,
6516122,,Street Litter,None,806,,,49,Eramosa Road WEST - Bus Stop,SOMERVILLE,3912,,-38.223097,145.169731,0,,,,,,,0,0,0,,241 - WEST FRI,
6554479,,Street Litter,None,1231,,,,Leonard Street - Car Park,TOOTGAROOK,3941,,-38.370383,144.841315,0,,,,,,,0,0,0,,,
6554481,,Street Litter,None,1232,,,12,Edward Street (New skate park),SOMERVILLE,3912,,-38.224814,145.173217,0,,,,,,,0,0,0,,,
6570114,,Street Litter,None,1060,,,350,Dunns Road - Rose Garden,MORNINGTON,3931,,-38.236503,145.051991,0,,,,,,,0,0,0,,,
6647488,,Street Litter,None,1061,,,2099,Frankston-Flinders Road - Bus Stop,HASTINGS,3915,,-38.309039,145.183792,0,,,,,,,0,0,0,,,
6944670,,Street Litter,None,1064,,,T34 & T39 Opp. Erlandsen,"Point Nepean Road - Campsites 249-340 (T32, T39)",SORRENTO,3943,,-38.343607,144.751679,0,,,,,,,0,0,0,,,
6944683,,Street Litter,None,1065,,,T34 Next to Yacht Club,Point Nepean Road - Campsites 200-248 (T34),SORRENTO,3943,,-38.344866,144.754393,0,,,,,,,0,0,0,,,
6944872,,Street Litter,None,1066,,,0,The Esplanade - Lookout Carpark,FLINDERS,3929,,-38.474919,145.023735,0,,,,,,,0,0,0,,,
6945376,,Street Litter,None,1067,,,Opp. 651,Point Nepean Road - Beach Carpark,MCCRAE,3938,,-38.347516,144.93027,0,,,,,,,0,0,0,,,
6960151,,Street Litter,None,1068,,,88,Helena Street - Citation Reserve Bike Jumps through gate,MOUNT MARTHA,3934,,-38.262766,145.032052,0,,,,,,,0,0,0,,,
6985734,Opposite,Street Litter,None,1069,,,194,Bentons Road - Bus Stop,MORNINGTON,3931,,-38.249103,145.05741,0,,,,,,,0,0,0,,240 - NORTH WED,
6988770,,Street Litter,None,1070,,,3236,Point Nepean Road - Beach Entrance Carpark,SORRENTO,3943,,-38.341261,144.747099,0,,,,,,,0,0,0,,,
6993939,,Street Litter,None,1071,,,2867,Point Nepean Road - Bus Stop at Servo,BLAIRGOWRIE,3942,,-38.360419,144.776405,0,,,,,,,0,0,0,,,
6993941,,Street Litter,None,1072,,,29,Tara Drive - Dog Park,HASTINGS,3915,,-38.303731,145.171027,0,,,,,,,0,0,0,,,
7029211,,Street Litter,None,1650,,,2460,Frankston-Flinders Road - Bus Stop,BITTERN,3918,,-38.338934,145.176136,0,,,,,,,0,0,0,,,
7029214,,Street Litter,None,1603,,,2488,Frankston-Flinders Road - Bus Stop,BITTERN,3918,,-38.33778,145.17674,0,,,,,,,0,0,0,,,
7038749,,Street Litter,None,1075,,,700,Derril Road - Moorooduc Rec Reserve,MOOROODUC,3933,,-38.256001,145.10423,0,,,,,,,0,0,0,,,
7071883,,Street Litter,None,1073,,,10A,Jacaranda Drive - Reserve,BAXTER,3911,,-38.19361,145.157377,0,,,,,,,0,0,0,,,
7135162,,Street Litter,None,2000,,,4,David Court - Solo Depot,ROSEBUD,3939,,-38.381156,144.884427,0,,,,,,,0,0,0,,,
7443591,,Street Litter,None,1079,,,6-10,Ranelagh Drive - Playground & Dog Park,MOUNT ELIZA,3930,,-38.185661,145.088329,0,,,,,,,0,0,0,,,
7698979,,Street Litter,None,,,,,Point Nepean Road - Carpark opp 661,MCCRAE,3938,,-38.347862,144.92941,0,,,,,,,0,0,0,,,
7698983,,Street Litter,None,,,,,Point Nepean Road - Carpark opp Penny Lane,MCCRAE,3938,,-38.346011,144.933465,0,,,,,,,0,0,0,,,
7705327,,Street Litter,None,1150,,,54,Main Street - YOMG,MORNINGTON,3931,,-38.21817,145.03771,0,,,,,,,0,0,0,,240 - NORTH WED,
7706075,,Street Litter,None,1091,,,,Opp Deadwood Point Nepean Road - Carpark,DROMANA,3936,,-38.335606,144.958539,0,,,,,,,0,0,0,,,
7706079,,Street Litter,None,1092,,,Opp. 273,Point Nepean Road - BBQ Area opp ODonohue St,DROMANA,3936,,-38.333331,144.96333,0,,,,,,,0,0,0,,,
7776662,,Street Litter,None,,,,39,OLIVIA WAY,HASTINGS,3915,,-38.310778,145.173613,0,,,,,,,0,0,0,,,
8029256,,Street Litter,None,,,PODS,1,BEACH STREET,DROMANA,3936,,-38.332656,144.966807,0,,,,,,,0,0,0,,,
8029257,,Street Litter,None,,,PODS,,SALMON STREET,HASTINGS,3915,,-38.308278,145.194016,0,,,,,,,0,0,0,,,
8029258,,Street Litter,None,,,PODS,,WANNAEUE PLACE,ROSEBUD,3939,,-38.357328,144.905165,0,,,,,,,0,0,0,,,
8029259,,Street Litter,None,,,PODS,,WANNAEUE PLACE,ROSEBUD,3939,,-38.357277,144.905133,0,,,,,,,0,0,0,,,
